ensembl_gene_id	description	gene_biotype	hgnc_symbol	chromosome_name	start_position	end_position	strand	nj	nSNV	nSamples	p.value	exp	nTotSamples	nREs	nNonPromoters	nPromoters
ENSG00000175602	coiled-coil domain containing 85B [Source:HGNC Symbol;Acc:24926]	protein_coding	CCDC85B	11	65657875	65659105	1	3574	6	3	0.96006664484573	6	107	2	1	1
ENSG00000175643	RecQ mediated genome instability 2 [Source:HGNC Symbol;Acc:28349]	protein_coding	RMI2	16	11343476	11445619	1	5581	18	15	0.0371142732363205	9	107	4	1	4
ENSG00000175785	proline rich membrane anchor 1 [Source:HGNC Symbol;Acc:18319]	protein_coding	PRIMA1	14	94184644	94254827	-1	11193	62	31	9.10852371384108e-05	17	107	4	2	2
ENSG00000175793	stratifin [Source:HGNC Symbol;Acc:10773]	protein_coding	SFN	1	27189633	27190947	1	6022	4	4	0.994983124389048	10	107	1	1	0
ENSG00000175832	ets variant 4 [Source:HGNC Symbol;Acc:3493]	protein_coding	ETV4	17	41605212	41656988	-1	8359	4	4	0.999822574443104	13	107	2	1	2
ENSG00000175866	BAI1-associated protein 2 [Source:HGNC Symbol;Acc:947]	protein_coding	BAIAP2	17	79008948	79091232	1	66528	115	52	0.64257001179631	53	107	4	3	9
ENSG00000175906	ADP-ribosylation factor-like 4D [Source:HGNC Symbol;Acc:656]	protein_coding	ARL4D	17	41476327	41478505	1	4529	5	5	0.908908031204267	8	107	2	1	1
ENSG00000175920	docking protein 7 [Source:HGNC Symbol;Acc:26594]	protein_coding	DOK7	4	3465033	3503200	1	27186	59	37	0.146954348195053	32	107	5	4	3
ENSG00000175931	ubiquitin-conjugating enzyme E2O [Source:HGNC Symbol;Acc:29554]	protein_coding	UBE2O	17	74385532	74449288	-1	12594	16	13	0.965492794619172	19	107	4	3	1
ENSG00000175984	DENN/MADD domain containing 2C [Source:HGNC Symbol;Acc:24748]	protein_coding	DENND2C	1	115125469	115213043	-1	6604	11	9	0.79247683857834	11	107	5	1	4
ENSG00000176058	taperin [Source:HGNC Symbol;Acc:26894]	protein_coding	TPRN	9	140086069	140098645	-1	20139	14	13	0.999952381304313	26	107	2	2	0
ENSG00000176092	absent in melanoma 1-like [Source:HGNC Symbol;Acc:17295]	protein_coding	AIM1L	1	26648350	26680621	-1	27635	32	26	0.966879206951046	33	107	7	2	5
ENSG00000176124	deleted in lymphocytic leukemia 1 (non-protein coding) [Source:HGNC Symbol;Acc:13747]	protein_coding	DLEU1	13	50656307	51297372	1	15158	29	18	0.865935304755896	21	107	11	1	10
ENSG00000176155	coiled-coil domain containing 57 [Source:HGNC Symbol;Acc:27564]	protein_coding	CCDC57	17	80059336	80170706	-1	63815	125	55	0.266035573848274	52	107	14	6	8
ENSG00000176170	sphingosine kinase 1 [Source:HGNC Symbol;Acc:11240]	protein_coding	SPHK1	17	74372665	74383941	1	10955	17	12	0.942888642740443	17	107	3	2	3
ENSG00000176171	BCL2/adenovirus E1B 19kDa interacting protein 3 [Source:HGNC Symbol;Acc:1084]	protein_coding	BNIP3	10	133781578	133795435	-1	1101	1	1	0.875691924717885	2	107	1	0	1
ENSG00000176182	Myb-related transcription factor, partner of profilin [Source:HGNC Symbol;Acc:20178]	protein_coding	MYPOP	19	46393278	46405862	-1	24418	71	36	0.0871235224451504	30	107	3	2	1
ENSG00000176208	ATPase family, AAA domain containing 5 [Source:HGNC Symbol;Acc:25752]	protein_coding	ATAD5	17	29158988	29222887	1	5192	6	4	0.984752410458117	9	107	2	2	1
ENSG00000176236	chromosome 10 open reading frame 111 [Source:HGNC Symbol;Acc:28582]	protein_coding	C10orf111	10	15137384	15139318	-1	0	0	0	1	0	107	0	0	0
ENSG00000176244	acyl-CoA binding domain containing 7 [Source:HGNC Symbol;Acc:17715]	protein_coding	ACBD7	10	15119522	15130775	-1	1101	6	6	0.0152469537025607	2	107	1	0	1
ENSG00000176248	anaphase promoting complex subunit 2 [Source:HGNC Symbol;Acc:19989]	protein_coding	ANAPC2	9	140069236	140082989	-1	8281	20	15	0.333564352488779	13	107	2	1	1
ENSG00000176358	tachykinin 4 (hemokinin) [Source:HGNC Symbol;Acc:16641]	protein_coding	TAC4	17	47915671	47925379	-1	2949	4	4	0.784429429226452	5	107	2	1	1
ENSG00000176387	hydroxysteroid (11-beta) dehydrogenase 2 [Source:HGNC Symbol;Acc:5209]	protein_coding	HSD11B2	16	67464555	67471456	1	25785	35	21	0.99760178627831	31	107	2	2	1
ENSG00000176399	DMRT-like family A1 [Source:HGNC Symbol;Acc:13826]	protein_coding	DMRTA1	9	22446840	22455739	1	4557	10	8	0.533481019982255	8	107	1	1	1
ENSG00000176428	vacuolar protein sorting 37 homolog D (S. cerevisiae) [Source:HGNC Symbol;Acc:18287]	protein_coding	VPS37D	7	73082155	73086442	1	3481	4	3	0.954671602461118	6	107	1	1	0
ENSG00000176438	spectrin repeat containing, nuclear envelope family member 3 [Source:HGNC Symbol;Acc:19861]	protein_coding	SYNE3	14	95883831	95942173	-1	7896	7	7	0.984184501729416	13	107	2	1	1
ENSG00000176444	CDC-like kinase 2 [Source:HGNC Symbol;Acc:2069]	protein_coding	CLK2	1	155232659	155248282	-1	4553	8	6	0.817412105518371	8	107	3	1	2
ENSG00000176454	lysophosphatidylcholine acyltransferase 4 [Source:HGNC Symbol;Acc:30059]	protein_coding	LPCAT4	15	34651106	34659479	-1	9802	10	8	0.994258616066485	15	107	1	1	4
ENSG00000176463	solute carrier organic anion transporter family, member 3A1 [Source:HGNC Symbol;Acc:10952]	protein_coding	SLCO3A1	15	92396925	92715665	1	42867	110	46	0.225478861600537	42	107	11	5	7
ENSG00000176476	coiled-coil domain containing 101 [Source:HGNC Symbol;Acc:25156]	protein_coding	CCDC101	16	28565236	28603111	1	4152	12	11	0.0944066589646072	7	107	2	1	1
ENSG00000176490	DIRAS family, GTP-binding RAS-like 1 [Source:HGNC Symbol;Acc:19127]	protein_coding	DIRAS1	19	2714565	2721416	-1	4631	15	10	0.26298791451931	8	107	3	1	2
ENSG00000176532	proline rich 15 [Source:HGNC Symbol;Acc:22310]	protein_coding	PRR15	7	29603427	29606911	1	8266	17	14	0.452031002233346	13	107	1	1	2
ENSG00000176533	guanine nucleotide binding protein (G protein), gamma 7 [Source:HGNC Symbol;Acc:4410]	protein_coding	GNG7	19	2511217	2702707	-1	4364	13	8	0.485606559816522	7	107	3	1	2
ENSG00000176597	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5 [Source:HGNC Symbol;Acc:15684]	protein_coding	B3GNT5	3	182971032	183016292	1	11300	11	9	0.996589254013223	17	107	2	1	2
ENSG00000176619	lamin B2 [Source:HGNC Symbol;Acc:6638]	protein_coding	LMNB2	19	2427636	2456994	-1	7957	15	12	0.653685120606194	13	107	5	1	4
ENSG00000176623	regulator of microtubule dynamics 1 [Source:HGNC Symbol;Acc:24285]	protein_coding	RMDN1	8	87480486	87526586	-1	8857	18	13	0.674339870436234	14	107	6	2	4
ENSG00000176641	ring finger protein 152 [Source:HGNC Symbol;Acc:26811]	protein_coding	RNF152	18	59475296	59561480	-1	6599	58	29	5.65220937831512e-08	11	107	5	1	4
ENSG00000176658	myosin ID [Source:HGNC Symbol;Acc:7598]	protein_coding	MYO1D	17	30819540	31204195	-1	12583	17	13	0.965217829265029	19	107	9	1	8
ENSG00000176749	cyclin-dependent kinase 5, regulatory subunit 1 (p35) [Source:HGNC Symbol;Acc:1775]	protein_coding	CDK5R1	17	30813637	30818274	1	2997	2	2	0.975706307864455	5	107	1	1	1
ENSG00000176788	brain abundant, membrane attached signal protein 1 [Source:HGNC Symbol;Acc:957]	protein_coding	BASP1	5	17065707	17276943	1	4804	6	6	0.853455979887663	8	107	2	1	2
ENSG00000176834	V-set and immunoglobulin domain containing 10 [Source:HGNC Symbol;Acc:26078]	protein_coding	VSIG10	12	118501398	118573831	-1	9281	20	16	0.376120302257269	14	107	6	1	5
ENSG00000176845	meteorin, glial cell differentiation regulator-like [Source:HGNC Symbol;Acc:27584]	protein_coding	METRNL	17	81037567	81052864	1	12794	29	21	0.314363689125039	19	107	6	2	4
ENSG00000176884	glutamate receptor, ionotropic, N-methyl D-aspartate 1 [Source:HGNC Symbol;Acc:4584]	protein_coding	GRIN1	9	140032842	140063207	1	18780	33	22	0.833868220486432	25	107	6	2	4
ENSG00000176915	ankyrin repeat and LEM domain containing 2 [Source:HGNC Symbol;Acc:29101]	protein_coding	ANKLE2	12	133302254	133338474	-1	16529	24	20	0.823376727518832	23	107	8	2	6
ENSG00000176919	complement component 8, gamma polypeptide [Source:HGNC Symbol;Acc:1354]	protein_coding	C8G	9	139839698	139841426	1	8538	9	6	0.997462161334518	13	107	2	1	1
ENSG00000176920	fucosyltransferase 2 (secretor status included) [Source:HGNC Symbol;Acc:4013]	protein_coding	FUT2	19	49199228	49209207	1	40272	56	32	0.990891929693888	41	107	4	4	1
ENSG00000176928	glucosaminyl (N-acetyl) transferase 4, core 2 [Source:HGNC Symbol;Acc:17973]	protein_coding	GCNT4	5	74323289	74326724	-1	8196	8	8	0.971111781163198	13	107	3	2	1
ENSG00000176945	mucin 20, cell surface associated [Source:HGNC Symbol;Acc:23282]	protein_coding	MUC20	3	195447753	195467994	1	8390	21	15	0.351090971651646	13	107	2	1	2
ENSG00000177054	zinc finger, DHHC-type containing 13 [Source:HGNC Symbol;Acc:18413]	protein_coding	ZDHHC13	11	19138646	19197969	1	21403	64	37	0.0115489831001141	28	107	7	5	3
ENSG00000177082	WD repeat domain 73 [Source:HGNC Symbol;Acc:25928]	protein_coding	WDR73	15	85185999	85197574	-1	3718	6	6	0.647487022802475	6	107	2	1	1
ENSG00000177084	polymerase (DNA directed), epsilon, catalytic subunit [Source:HGNC Symbol;Acc:9177]	protein_coding	POLE	12	133200348	133263951	-1	12074	21	18	0.55231350724309	18	107	7	1	6
ENSG00000177106	EPS8-like 2 [Source:HGNC Symbol;Acc:21296]	protein_coding	EPS8L2	11	694438	727727	1	68309	88	46	0.978106056640231	54	107	10	7	5
ENSG00000177169	unc-51 like autophagy activating kinase 1 [Source:HGNC Symbol;Acc:12558]	protein_coding	ULK1	12	132379196	132407712	1	9401	18	14	0.638292470618707	15	107	6	1	5
ENSG00000177189	ribosomal protein S6 kinase, 90kDa, polypeptide 3 [Source:HGNC Symbol;Acc:10432]	protein_coding	RPS6KA3	X	20168029	20285523	-1	8255	10	8	0.972690425577559	13	107	3	1	2
ENSG00000177191	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 8 [Source:HGNC Symbol;Acc:24139]	protein_coding	B3GNT8	19	41931264	41934635	-1	10342	11	7	0.999005297315205	16	107	1	1	1
ENSG00000177192	pseudouridylate synthase 1 [Source:HGNC Symbol;Acc:15508]	protein_coding	PUS1	12	132413745	132428406	1	4207	7	6	0.756667534903566	7	107	2	1	2
ENSG00000177202	sperm acrosome associated 4 [Source:HGNC Symbol;Acc:16441]	protein_coding	SPACA4	19	49110000	49110970	1	36810	57	32	0.967844799975432	39	107	3	2	1
ENSG00000177225	Parkinson disease 7 domain containing 1 [Source:HGNC Symbol;Acc:26616]	protein_coding	PDDC1	11	767220	777488	-1	11007	12	9	0.995399961776625	17	107	5	1	4
ENSG00000177302	topoisomerase (DNA) III alpha [Source:HGNC Symbol;Acc:11992]	protein_coding	TOP3A	17	18174742	18218321	-1	19973	22	17	0.996216524830286	26	107	11	3	8
ENSG00000177303	CASK interacting protein 2 [Source:HGNC Symbol;Acc:18200]	protein_coding	CASKIN2	17	73496342	73511664	-1	24863	30	22	0.990814550026351	30	107	4	4	2
ENSG00000177335	chromosome 8 open reading frame 31 [Source:HGNC Symbol;Acc:26731]	protein_coding	C8orf31	8	144120626	144141359	1	3788	19	17	0.000140238497915668	6	107	2	1	2
ENSG00000177380	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 3 [Source:HGNC Symbol;Acc:9247]	protein_coding	PPFIA3	19	49622646	49654283	1	16033	33	22	0.592189668023036	22	107	6	4	5
ENSG00000177383	melanoma antigen family F, 1 [Source:HGNC Symbol;Acc:29639]	protein_coding	MAGEF1	3	184428156	184429836	-1	6837	16	13	0.322970054240928	11	107	2	2	0
ENSG00000177398	uromodulin-like 1 [Source:HGNC Symbol;Acc:12560]	protein_coding	UMODL1	21	43483068	43563563	1	10292	21	17	0.413589871421879	16	107	6	1	5
ENSG00000177463	nuclear receptor subfamily 2, group C, member 2 [Source:HGNC Symbol;Acc:7972]	protein_coding	NR2C2	3	14989091	15095107	1	7873	14	13	0.51121475173173	13	107	5	1	4
ENSG00000177465	acyl-CoA thioesterase 4 [Source:HGNC Symbol;Acc:19748]	protein_coding	ACOT4	14	74058410	74063200	1	2921	6	5	0.604628605002312	5	107	1	1	1
ENSG00000177494	zinc finger, BED-type containing 2 [Source:HGNC Symbol;Acc:20710]	protein_coding	ZBED2	3	111311747	111314290	-1	8236	44	29	4.03364271095441e-06	13	107	2	2	1
ENSG00000177508	iroquois homeobox 3 [Source:HGNC Symbol;Acc:14360]	protein_coding	IRX3	16	54317216	54320675	-1	3536	6	4	0.884682413341936	6	107	2	1	1
ENSG00000177565	transducin (beta)-like 1 X-linked receptor 1 [Source:HGNC Symbol;Acc:29529]	protein_coding	TBL1XR1	3	176737143	176915261	-1	32293	61	32	0.8694384156104	36	107	7	4	3
ENSG00000177570	sterile alpha motif domain containing 12 [Source:HGNC Symbol;Acc:31750]	protein_coding	SAMD12	8	119201698	119634234	-1	18674	185	54	1.02240438337731e-12	25	107	10	3	7
ENSG00000177595	p53-induced death domain protein [Source:HGNC Symbol;Acc:16491]	protein_coding	PIDD	11	799179	809753	-1	4588	4	4	0.966963238726116	8	107	1	1	1
ENSG00000177666	patatin-like phospholipase domain containing 2 [Source:HGNC Symbol;Acc:30802]	protein_coding	PNPLA2	11	818902	825573	1	59427	68	39	0.99817540698521	50	107	5	5	3
ENSG00000177685	EF-hand calcium binding domain 4A [Source:HGNC Symbol;Acc:28703]	protein_coding	EFCAB4A	11	826144	831991	1	39772	52	36	0.899613922041065	41	107	3	3	1
ENSG00000177707	poliovirus receptor-related 3 [Source:HGNC Symbol;Acc:17664]	protein_coding	PVRL3	3	110788918	110994410	1	10116	11	9	0.988888951468617	16	107	2	1	3
ENSG00000177728	KIAA0195 [Source:HGNC Symbol;Acc:28983]	protein_coding	KIAA0195	17	73437240	73496171	1	54090	90	45	0.800892163887005	48	107	10	5	6
ENSG00000177732	SRY (sex determining region Y)-box 12 [Source:HGNC Symbol;Acc:11198]	protein_coding	SOX12	20	306207	310865	1	18336	19	14	0.999195330473988	25	107	5	5	0
ENSG00000177791	myozenin 1 [Source:HGNC Symbol;Acc:13752]	protein_coding	MYOZ1	10	75391412	75401515	-1	3756	3	3	0.968922741040835	6	107	2	1	1
ENSG00000177842	zinc finger protein 620 [Source:HGNC Symbol;Acc:28742]	protein_coding	ZNF620	3	40547483	40560227	1	7917	19	16	0.182852212992579	13	107	3	3	1
ENSG00000177943	MAM domain containing 4 [Source:HGNC Symbol;Acc:24083]	protein_coding	MAMDC4	9	139745395	139755249	1	26102	46	29	0.774926610817396	31	107	4	3	1
ENSG00000177990	dpy-19-like 2 (C. elegans) [Source:HGNC Symbol;Acc:19414]	protein_coding	DPY19L2	12	63952693	64062719	-1	3228	3	3	0.936346301801016	6	107	2	1	2
ENSG00000178026	family with sequence similarity 211, member B [Source:HGNC Symbol;Acc:33155]	protein_coding	FAM211B	22	24981588	24989175	-1	19882	27	20	0.96375503226035	26	107	3	2	1
ENSG00000178038	ALS2 C-terminal like [Source:HGNC Symbol;Acc:20605]	protein_coding	ALS2CL	3	46710487	46735194	-1	11329	27	20	0.239218192019997	17	107	2	1	1
ENSG00000178053	myeloid leukemia factor 1 [Source:HGNC Symbol;Acc:7125]	protein_coding	MLF1	3	158288952	158325041	1	1680	3	3	0.59984330554583	3	107	1	1	1
ENSG00000178075	GRAM domain containing 1C [Source:HGNC Symbol;Acc:25252]	protein_coding	GRAMD1C	3	113547029	113666021	1	11452	25	21	0.171436690193095	17	107	9	1	8
ENSG00000178078	signal transducing adaptor family member 2 [Source:HGNC Symbol;Acc:30430]	protein_coding	STAP2	19	4324040	4342783	-1	13545	34	25	0.0906767315716352	20	107	4	3	1
ENSG00000178104	phosphodiesterase 4D interacting protein [Source:HGNC Symbol;Acc:15580]	protein_coding	PDE4DIP	1	144836157	145076186	-1	33505	51	30	0.966897556280855	37	107	18	3	15
ENSG00000178127	NADH dehydrogenase (ubiquinone) flavoprotein 2, 24kDa [Source:HGNC Symbol;Acc:7717]	protein_coding	NDUFV2	18	9102628	9134343	1	5886	9	8	0.796850993934116	10	107	4	1	3
ENSG00000178187	zinc finger protein 454 [Source:HGNC Symbol;Acc:21200]	protein_coding	ZNF454	5	178368192	178393434	1	2183	4	4	0.563492264815243	4	107	1	1	1
ENSG00000178188	SH2B adaptor protein 1 [Source:HGNC Symbol;Acc:30417]	protein_coding	SH2B1	16	28857921	28885526	1	6771	12	9	0.814725858048141	11	107	5	1	4
ENSG00000178209	plectin [Source:HGNC Symbol;Acc:9069]	protein_coding	PLEC	8	144989321	145050902	-1	36478	52	25	0.999853466673483	39	107	3	2	3
ENSG00000178401	DnaJ (Hsp40) homolog, subfamily C, member 22 [Source:HGNC Symbol;Acc:25802]	protein_coding	DNAJC22	12	49740700	49751309	1	18839	33	26	0.463453775458452	25	107	6	4	2
ENSG00000178409	BEN domain containing 3 [Source:HGNC Symbol;Acc:23040]	protein_coding	BEND3	6	107386386	107436473	-1	2007	2	2	0.888672249464458	3	107	1	1	1
ENSG00000178498	deltex homolog 3 (Drosophila) [Source:HGNC Symbol;Acc:24457]	protein_coding	DTX3	12	57998405	58003587	1	4081	5	4	0.938586472965287	7	107	2	1	2
ENSG00000178531	cortexin 1 [Source:HGNC Symbol;Acc:31108]	protein_coding	CTXN1	19	7989372	7991051	-1	27551	40	28	0.902729596768274	33	107	2	2	1
ENSG00000178538	carbonic anhydrase VIII [Source:HGNC Symbol;Acc:1382]	protein_coding	CA8	8	61099906	61193971	-1	9644	26	20	0.0878012482628006	15	107	5	1	4
ENSG00000178567	EPM2A (laforin) interacting protein 1 [Source:HGNC Symbol;Acc:19735]	protein_coding	EPM2AIP1	3	37027357	37034795	-1	4603	7	7	0.696665473080671	8	107	2	1	1
ENSG00000178568	v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 4 [Source:HGNC Symbol;Acc:3432]	protein_coding	ERBB4	2	212240446	213403565	-1	15049	59	36	0.00010463682949291	21	107	9	1	8
ENSG00000178585	catenin, beta interacting protein 1 [Source:HGNC Symbol;Acc:16913]	protein_coding	CTNNBIP1	1	9908334	9970394	-1	6126	10	7	0.910215794490786	10	107	3	1	2
ENSG00000178607	endoplasmic reticulum to nucleus signaling 1 [Source:HGNC Symbol;Acc:3449]	protein_coding	ERN1	17	62116502	62208179	-1	13154	37	23	0.178810252234639	19	107	6	1	6
ENSG00000178685	poly (ADP-ribose) polymerase family, member 10 [Source:HGNC Symbol;Acc:25895]	protein_coding	PARP10	8	145051321	145086940	-1	117461	186	66	0.616666065545738	67	107	12	12	2
ENSG00000178691	SUZ12 polycomb repressive complex 2 subunit [Source:HGNC Symbol;Acc:17101]	protein_coding	SUZ12	17	30264037	30328064	1	10821	23	17	0.492187808097039	16	107	5	3	3
ENSG00000178726	thrombomodulin [Source:HGNC Symbol;Acc:11784]	protein_coding	THBD	20	23026270	23030378	-1	6965	8	8	0.912710656506304	11	107	1	1	1
ENSG00000178750	syntaxin 19 [Source:HGNC Symbol;Acc:19300]	protein_coding	STX19	3	93733213	93747454	-1	12480	12	12	0.982093080413198	18	107	3	2	1
ENSG00000178773	copine VII [Source:HGNC Symbol;Acc:2320]	protein_coding	CPNE7	16	89642176	89663654	1	10497	20	15	0.679255158118381	16	107	6	1	6
ENSG00000178796	regulatory subunit of type II PKA R-subunit (RIIa) domain containing 1 [Source:HGNC Symbol;Acc:26686]	protein_coding	RIIAD1	1	151682909	151702281	1	6094	14	13	0.200041855602178	10	107	4	1	3
ENSG00000178826	transmembrane protein 139 [Source:HGNC Symbol;Acc:22058]	protein_coding	TMEM139	7	142977050	142985141	1	13103	17	13	0.97626674005915	19	107	1	1	1
ENSG00000178921	phosphoribosylformylglycinamidine synthase [Source:HGNC Symbol;Acc:8863]	protein_coding	PFAS	17	8150936	8173809	1	7405	13	11	0.686039848588155	12	107	5	1	4
ENSG00000178935	zinc finger protein 552 [Source:HGNC Symbol;Acc:26135]	protein_coding	ZNF552	19	58315209	58326281	-1	13529	22	17	0.816857031951991	20	107	5	4	2
ENSG00000178966	RecQ mediated genome instability 1 [Source:HGNC Symbol;Acc:25764]	protein_coding	RMI1	9	86595626	86618985	1	4536	8	8	0.528349929598084	8	107	1	1	0
ENSG00000178971	CTS telomere maintenance complex component 1 [Source:HGNC Symbol;Acc:26169]	protein_coding	CTC1	17	8130191	8151362	-1	8553	14	10	0.908178415682964	14	107	4	1	3
ENSG00000178974	F-box protein 34 [Source:HGNC Symbol;Acc:20201]	protein_coding	FBXO34	14	55738021	55828636	1	17471	20	15	0.99572434061615	24	107	3	3	1
ENSG00000178988	Morf4 family associated protein 1-like 1 [Source:HGNC Symbol;Acc:28796]	protein_coding	MRFAP1L1	4	6709428	6711607	-1	11501	32	25	0.0207979656826142	17	107	2	1	1
ENSG00000178999	aurora kinase B [Source:HGNC Symbol;Acc:11390]	protein_coding	AURKB	17	8108056	8113918	-1	6098	10	9	0.713231212506631	10	107	3	1	3
ENSG00000179023	kelch domain containing 7A [Source:HGNC Symbol;Acc:26791]	protein_coding	KLHDC7A	1	18807424	18812478	1	5350	11	10	0.41816836797637	9	107	1	1	1
ENSG00000179029	transmembrane protein 107 [Source:HGNC Symbol;Acc:28128]	protein_coding	TMEM107	17	8076555	8079717	-1	3747	3	3	0.968532438006134	6	107	2	1	1
ENSG00000179044	exocyst complex component 3-like 1 [Source:HGNC Symbol;Acc:27540]	protein_coding	EXOC3L1	16	67218269	67224107	-1	15530	12	9	0.999968922699725	22	107	4	2	2
ENSG00000179071	coiled-coil domain containing 89 [Source:HGNC Symbol;Acc:26762]	protein_coding	CCDC89	11	85394893	85397320	-1	3596	5	4	0.892183249780238	6	107	1	1	1
ENSG00000179094	period circadian clock 1 [Source:HGNC Symbol;Acc:8845]	protein_coding	PER1	17	8043790	8059824	-1	11901	14	11	0.987216490344806	18	107	6	2	4
ENSG00000179104	transmembrane and tetratricopeptide repeat containing 2 [Source:HGNC Symbol;Acc:25440]	protein_coding	TMTC2	12	83080659	83528649	1	3757	6	6	0.657192890217781	6	107	1	1	1
ENSG00000179133	chromosome 10 open reading frame 67 [Source:HGNC Symbol;Acc:28716]	protein_coding	C10orf67	10	23556124	23633774	-1	2202	10	9	0.0155365628765664	4	107	2	0	2
ENSG00000179148	arachidonate lipoxygenase 3 [Source:HGNC Symbol;Acc:13743]	protein_coding	ALOXE3	17	7999218	8022365	-1	7415	10	10	0.79863213115717	12	107	2	1	1
ENSG00000179151	enhancer of mRNA decapping 3 [Source:HGNC Symbol;Acc:26114]	protein_coding	EDC3	15	74922899	74988633	-1	8763	9	7	0.993826550563652	14	107	7	1	6
ENSG00000179178	transmembrane protein 125 [Source:HGNC Symbol;Acc:28275]	protein_coding	TMEM125	1	43735665	43739673	1	60759	171	58	0.0492375761551481	51	107	9	9	1
ENSG00000179262	RAD23 homolog A (S. cerevisiae) [Source:HGNC Symbol;Acc:9812]	protein_coding	RAD23A	19	13056669	13064456	1	8997	16	11	0.87878318614334	14	107	5	2	3
ENSG00000179361	AT rich interactive domain 3B (BRIGHT-like) [Source:HGNC Symbol;Acc:14350]	protein_coding	ARID3B	15	74833518	74890472	1	6320	11	8	0.853040303567031	10	107	4	1	4
ENSG00000179364	phosphofurin acidic cluster sorting protein 2 [Source:HGNC Symbol;Acc:23794]	protein_coding	PACS2	14	105766900	105864484	1	21893	31	22	0.95685264811328	28	107	9	4	6
ENSG00000179403	von Willebrand factor A domain containing 1 [Source:HGNC Symbol;Acc:30910]	protein_coding	VWA1	1	1370241	1378262	1	25685	51	28	0.82391296325189	31	107	2	2	1
ENSG00000179431	four jointed box 1 (Drosophila) [Source:HGNC Symbol;Acc:17166]	protein_coding	FJX1	11	35639735	35642419	1	5753	4	4	0.992767767663944	10	107	1	1	1
ENSG00000179456	zinc finger and BTB domain containing 18 [Source:HGNC Symbol;Acc:13030]	protein_coding	ZBTB18	1	244214585	244220778	1	7647	13	9	0.902681788341122	12	107	1	1	0
ENSG00000179477	arachidonate 12-lipoxygenase, 12R type [Source:HGNC Symbol;Acc:430]	protein_coding	ALOX12B	17	7975954	7991021	-1	8630	13	12	0.75314793657636	14	107	3	1	2
ENSG00000179564	leucine-rich single-pass membrane protein 2 [Source:HGNC Symbol;Acc:26781]	protein_coding	LSMEM2	3	50316458	50325545	1	20993	30	23	0.891760309078942	27	107	2	1	1
ENSG00000179583	class II, major histocompatibility complex, transactivator [Source:HGNC Symbol;Acc:7067]	protein_coding	CIITA	16	10971055	11026079	1	31782	99	47	0.00401242141761915	36	107	7	3	6
ENSG00000179588	zinc finger protein, FOG family member 1 [Source:HGNC Symbol;Acc:19762]	protein_coding	ZFPM1	16	88519725	88603424	1	9255	19	15	0.492745676231301	14	107	1	1	1
ENSG00000179598	phospholipase D family, member 6 [Source:HGNC Symbol;Acc:30447]	protein_coding	PLD6	17	17104309	17109629	-1	5155	9	9	0.520982332852625	9	107	1	1	0
ENSG00000179674	ADP-ribosylation factor-like 14 [Source:HGNC Symbol;Acc:22974]	protein_coding	ARL14	3	160394948	160396233	1	4718	8	7	0.720093181505684	8	107	2	1	1
ENSG00000179862	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 4 [Source:HGNC Symbol;Acc:18696]	protein_coding	CITED4	1	41326729	41328018	-1	16606	39	27	0.170989083164966	23	107	4	3	1
ENSG00000179869	ATP-binding cassette, sub-family A (ABC1), member 13 [Source:HGNC Symbol;Acc:14638]	protein_coding	ABCA13	7	48211055	48687092	1	7813	26	21	0.00721931009555754	13	107	6	1	5
ENSG00000179886	tigger transposable element derived 5 [Source:HGNC Symbol;Acc:18336]	protein_coding	TIGD5	8	144680074	144682485	1	7093	14	11	0.632764557278418	11	107	2	1	1
ENSG00000179902	chromosome 1 open reading frame 194 [Source:HGNC Symbol;Acc:32331]	protein_coding	C1orf194	1	109648573	109656479	-1	3482	6	6	0.585323584699372	6	107	2	1	1
ENSG00000179950	poly-U binding splicing factor 60KDa [Source:HGNC Symbol;Acc:17042]	protein_coding	PUF60	8	144898514	144912029	-1	10353	15	11	0.954516167388589	16	107	3	1	2
ENSG00000180035	zinc finger protein 48 [Source:HGNC Symbol;Acc:13114]	protein_coding	ZNF48	16	30389427	30411429	1	9863	13	10	0.967540432999793	15	107	3	2	2
ENSG00000180104	exocyst complex component 3 [Source:HGNC Symbol;Acc:30378]	protein_coding	EXOC3	5	443273	472052	1	6716	17	14	0.198355006462168	11	107	6	0	6
ENSG00000180155	Ly6/neurotoxin 1 [Source:HGNC Symbol;Acc:29604]	protein_coding	LYNX1	8	143845752	143859640	-1	22492	118	45	3.58257087610392e-05	28	107	3	2	3
ENSG00000180185	fumarylacetoacetate hydrolase domain containing 1 [Source:HGNC Symbol;Acc:14169]	protein_coding	FAHD1	16	1876968	1890208	1	6963	8	8	0.912563621295488	11	107	1	1	1
ENSG00000180190	testis development related protein [Source:HGNC Symbol;Acc:26951]	protein_coding	TDRP	8	439803	495781	-1	2652	8	6	0.335399468778656	5	107	1	1	0
