REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	Endometrioid_589_Tu_IP.nodup.bam	Endometrioid_589_Tu_Input.nodup.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank.1	isSuper	ensembl_gene_id	hgnc_symbol	medianCPM	keyAnnotation
7_Peak_17517_lociStitched	chr5	42982767	43011184	7	11257	29005.2319	3205.4376	408		LOC648987,LOC153684,C5orf39	LOC648987	408	1	ENSG00000250722	SELENOP	65.2784669088973	3
6_Peak_2723_lociStitched	chr11	65404964	65428017	6	12023	28484.2868	2694.8957	409	SIPA1,RELA	KCNK7,PCNXL3,MAP3K11,RELA	SIPA1	409	1	ENSG00000213445	SIPA1	19.8481230029139	1
9_Peak_21997_lociStitched	chr17	1956571	1995077	9	27831	30392.7858	4616.8694	410	HIC1,SMG6	RTN4RL1,DPH1,MIR132,MIR212,OVCA2	HIC1	410	1	ENSG00000177374	HIC1	18.1861167184971	1
5_Peak_27392_lociStitched	chr5	176830150	176860774	5	12688	29766.528	3996.432	411	GRK6,F12	PRR7,DBN1,PFN3,SLC34A1,RGS14	GRK6	411	1	ENSG00000198055	GRK6	17.5429962760038	1
3_Peak_534_lociStitched	chr6	108878458	108888107	3	6994	26937.1133	1167.529	412	FOXO3		FOXO3	412	1	ENSG00000118689	FOXO3	76.1282588929363	1
10_Peak_30489_lociStitched	chr5	141215150	141258827	10	15204	30281.2641	4625.3943	413	PCDH1	KIAA0141,LOC729080	PCDH1	413	1	ENSG00000156453	PCDH1	32.9476448420327	1
9_Peak_53061_lociStitched	chr1	145427584	145457821	9	17867	29172.6576	3543.7764	414	TXNIP,POLR3GL	RBM8A,HFE2,ANKRD34A,LIX1L	TXNIP	414	1	ENSG00000265972	TXNIP	166.258870328118	1
29_Peak_24383_lociStitched	chr1	9424870	9547605	29	28859	40085.251	14458.183	415	SPSB1		SLC25A33	415	1	ENSG00000171612	SLC25A33	7.25702964271391	1
12_Peak_15676_lociStitched	chr1	23880540	23920531	12	18619	30193.205	4574.9704	416	ID3	E2F2,MDS2	ID3	416	1	ENSG00000117318	ID3	7.19452927993554	1
11_Peak_31543_lociStitched	chr14	65166051	65203922	11	19169	30115.0192	4525.5845	417	PLEKHG3		PLEKHG3	417	1	ENSG00000126822	PLEKHG3	63.2724556045271	1
6_Peak_33117_lociStitched	chr19	45347411	45382097	6	16048	29753.6508	4169.2572	418	PVRL2	APOC1,BCAM,APOC1P1,TOMM40,APOE	PVRL2	418	1	ENSG00000130202	NECTIN2	39.5047398965027	2
20_Peak_83782_lociStitched	chr2	121479811	121560840	20	26140	34145.6206	8743.0291	419	GLI2		GLI2	419	1	ENSG00000074047	GLI2	3.89388529806414	1
23_Peak_26695_lociStitched	chr2	11621548	11724320	23	20253	36669.0496	11274.0884	420	GREB1	E2F6	GREB1	420	1	ENSG00000196208	GREB1	28.3276504690895	1
4_Peak_46272_lociStitched	chr8	29197490	29210912	4	9871	27041.3034	1671.039	421	DUSP4		DUSP4	421	1	ENSG00000120875	DUSP4	13.071353937999	1
6_Peak_50638_lociStitched	chr20	4775768	4811023	6	15311	29585.996	4237.651	422	RASSF2		RASSF2	422	1	ENSG00000101265	RASSF2	6.08257745570139	1
12_Peak_58415_lociStitched	chr18	72915706	72962931	12	9039	30842.6475	5548.9375	423	ZADH2,TSHZ1		TSHZ1	423	1	ENSG00000179981	TSHZ1	47.0451943417492	1
9_Peak_30557_lociStitched	chrX	129215659	129256042	9	15794	30719.3481	5455.7433	424	ELF4	AIFM1,RAB33A	ELF4	424	1	ENSG00000102034	ELF4	14.237018121047	1
11_Peak_16056_lociStitched	chr15	45448711	45493634	11	15554	30255.6405	5013.4068	425	SHF,DUOX1	DUOX1,DUOXA2,DUOXA1,DUOX2	SHF	425	1	ENSG00000138606	SHF	7.45617319157083	1
9_Peak_36572_lociStitched	chr6	37128132	37157992	9	11851	28847.746	3613.06	426	PIM1		PIM1	426	1	ENSG00000137193	PIM1	25.959359294396	1
18_Peak_37769_lociStitched	chr1	204407344	204493985	18	19357	34881.6666	9660.4715	427	MDM4,PIK3C2B	PPP1R15B,MDM4	PIK3C2B	427	1	ENSG00000133056	PIK3C2B	20.3981911361505	1
11_Peak_55859_lociStitched	chr17	37024308	37058462	11	20086	29266.5626	4060.9106	428	LASP1	SNORA21,CWC25,C17orf98,RPL23	LASP1	428	1	ENSG00000002834	LASP1	92.6056177377896	1
12_Peak_56274_lociStitched	chr9	36127803	36174133	12	19135	30531.47	5346.482	429	GLIPR2,CCIN	CLTA	GLIPR2	429	1	ENSG00000122694	GLIPR2	8.40301324585651	1
20_Peak_25007_lociStitched	chr2	105986217	106027033	20	23342	30020.168	4963.2256	430	FHL2	C2orf49,TGFBRAP1	FHL2	430	1	ENSG00000115641	FHL2	38.9086220771407	1
1_Peak_496_lociStitched	chr6	143264883	143269272	1	4390	25677.4056	621.4824	431	HIVEP2		HIVEP2	431	1	ENSG00000010818	HIVEP2	34.2353867669308	1
14_Peak_81407_lociStitched	chr5	1469625	1518110	14	24030	30550.3985	5536.987	432	LPCAT1	SLC6A3	LPCAT1	432	1	ENSG00000153395	LPCAT1	40.6454739774061	1
8_Peak_970_lociStitched	chr6	160098908	160140618	8	13096	28934.227	3945.766	433	SOD2	ACAT2,LOC100129518,WTAP	SOD2	433	1	ENSG00000112096	SOD2	174.957889399163	1
Peak_879	chr22	38707671	38715497	1	7827	25886.0602	925.8158	434	CSNK1E	TMEM184B	CSNK1E	434	1	ENSG00000213923	CSNK1E	108.272731516874	1
2_Peak_861_lociStitched	chr1	27018631	27028629	2	6998	26240.7508	1285.7428	435	ARID1A		ARID1A	435	1	ENSG00000117713	ARID1A	99.8805664486368	1
2_Peak_15394_lociStitched	chrX	41189741	41196143	2	2467	25869.8418	918.0468	436	DDX3X	DDX3X	DDX3X	436	1	ENSG00000215301	DDX3X	172.39466163656	1
7_Peak_24219_lociStitched	chr10	17241246	17275951	7	7437	29280.6085	4334.6545	437	VIM,TRDMT1		VIM	437	1	ENSG00000026025	VIM	270.017652195839	1
9_Peak_63055_lociStitched	chr1	31205295	31236757	9	18546	28589.5194	3665.323	438	LAPTM5	MATN1,LOC100129196	LAPTM5	438	1	ENSG00000162511	LAPTM5	30.4611651961863	1
12_Peak_23571_lociStitched	chr11	72515499	72547540	12	16103	28945.8394	4033.9619	439	ATG16L2	STARD10	ATG16L2	439	1	ENSG00000168010	ATG16L2	25.663748506609	1
1_Peak_2110_lociStitched	chr15	75742115	75748995	1	6881	25837.84	962.512	440	SIN3A		SIN3A	440	1	ENSG00000169375	SIN3A	57.0089144419703	1
16_Peak_30117_lociStitched	chr1	183535855	183579914	16	20753	29929.2787	5075.5968	441	NCF2	APOBEC4,ARPC5,RGL1	NCF2	441	1	ENSG00000116701	NCF2	3.73255239914974	1
14_Peak_45495_lociStitched	chr7	139900060	139963865	14	16863	32323.613	7535.3705	442		LOC100134229,JHDM1D	LOC100134229	442	1	ENSG00000133606	MKRN1	82.5181199627411	3
8_Peak_71604_lociStitched	chr11	2387312	2423122	8	17001	28852.117	4082.34	443	CD81	KCNQ1,TSSC4,TRPM5	CD81	443	1	ENSG00000110651	CD81	200.583187136161	1
22_Peak_26051_lociStitched	chr1	21837661	21921979	22	27153	34857.0612	10092.8646	444	ALPL		ALPL	444	1	ENSG00000162551	ALPL	8.64200520446759	1
18_Peak_28187_lociStitched	chr1	15464356	15558788	18	19236	35619.7504	10859.68	445	TMEM51,C1orf126	TMEM51,FHAD1	TMEM51	445	1	ENSG00000171729	TMEM51	16.1823419619138	1
9_Peak_12172_lociStitched	chr17	79939383	79978552	9	20464	28965.4755	4234.1689	446	ASPSCR1,STRA13	DUS1L,NOTUM,GPS1,DCXR,PYCR1,RAC3,RFNG,MYADML2,LRRC45	STRA13	446	1	ENSG00000169696	ASPSCR1	24.6846780466754	2
10_Peak_19959_lociStitched	chr1	181057254	181111858	10	13541	31282.6316	6568.8612	447	IER5		IER5	447	1	ENSG00000162783	IER5	13.9738998051466	1
5_Peak_10612_lociStitched	chr6	34191095	34214539	5	8326	27389.6252	2681.9936	448	HMGA1,C6orf1	C6orf1,HMGA1	HMGA1	448	1	ENSG00000137309	HMGA1	64.3707913336229	1
12_Peak_24667_lociStitched	chr1	205244255	205289062	12	22752	30289.532	5582.9522	449	NUAK2	TMCC2,KLHDC8A	NUAK2	449	1	ENSG00000163545	NUAK2	22.16122419795	1
10_Peak_313_lociStitched	chr8	22921140	22963962	10	12828	29658.5172	5014.4562	450	TNFRSF10B,TNFRSF10C		TNFRSF10B	450	1	ENSG00000120889	TNFRSF10B	45.2366597553699	1
9_Peak_43586_lociStitched	chr7	74040053	74079124	9	10914	29252.4577	4622.0993	451	GTF2I	GTF2I	GTF2I	451	1	ENSG00000263001	GTF2I	35.0467169461498	1
7_Peak_23579_lociStitched	chr1	159879741	159896118	7	11645	26686.3215	2120.8215	452	TAGLN2	SLAMF9,CCDC19,IGSF9,VSIG8	TAGLN2	452	1	ENSG00000158710	TAGLN2	219.747857476533	1
3_Peak_19234_lociStitched	chr12	57022292	57031126	3	7355	25958.709	1454.0764	453	BAZ2A	ATP5B,SNORD59A,SNORD59B	BAZ2A	453	1	ENSG00000076108	BAZ2A	139.410711430786	1
6_Peak_34798_lociStitched	chr1	15735565	15756734	6	12307	27155.5932	2709.632	454	EFHD2	CTRC,CELA2A,CELA2B	EFHD2	454	1	ENSG00000142634	EFHD2	38.9086220771407	1
4_Peak_18280_lociStitched	chr19	42700731	42725184	4	13037	27350.6805	2975.9301	455	ZNF526,DEDD2	GSK3A,ERF	DEDD2	455	1	ENSG00000160570	DEDD2	12.8676197065303	1
12_Peak_6754_lociStitched	chr19	19475127	19518517	12	12458	29422.759	5054.935	456	GATAD2A	MAU2,SUGP1	GATAD2A	456	1	ENSG00000167491	GATAD2A	58.6295545173908	1
9_Peak_8573_lociStitched	chr1	3369394	3400427	9	18665	27653.5063	3289.498	457	ARHGEF16		ARHGEF16	457	1	ENSG00000130762	ARHGEF16	20.4281005412983	1
Peak_890	chr1	45270810	45278160	1	7351	25373.67	1018.71	458	BTBD19,PLK3,TCTEX1D4	SNORD55,BEST4,SNORD46,SNORD38A,PTCH2,SNORD38B,RPS8	BTBD19	458	1	ENSG00000222009	BTBD19	12.2206155716141	1
29_Peak_50850_lociStitched	chr2	102636970	102700511	29	25931	31954.7689	7688.461	459	IL1R2		IL1R2	459	1	ENSG00000115590	IL1R2	1.34456975336557	1
16_Peak_17988_lociStitched	chr17	25853846	25928738	16	25130	32967.4584	8702.4504	460	KSR1	LGALS9	LGALS9	460	1	ENSG00000168961	LGALS9	22.757490319868	1
8_Peak_6006_lociStitched	chr19	47808051	47836466	8	17414	27423.3165	3188.163	461	C5AR1	CCDC9,PRR24,GPR77,DHX34	C5AR1	461	1	ENSG00000197405	C5AR1	6.22445425619001	1
8_Peak_25549_lociStitched	chr2	97532335	97558112	8	15379	27310.7315	3080.3515	462	FAM178B,SEMA4C	ANKRD39,ANKRD23	SEMA4C	462	1	ENSG00000168758	SEMA4C	39.4529417335702	1
2_Peak_6071_lociStitched	chrX	39862337	39874667	2	11220	25823.952	1610.298	463			BCOR	463	1	ENSG00000183337	BCOR	25.3349873951656	1
10_Peak_54081_lociStitched	chr16	57816189	57869122	10	17921	30695.8467	6505.4657	464	KIFC3	KATNB1,KIFC3	KIFC3	464	1	ENSG00000140859	KIFC3	22.410545228305	1
13_Peak_64066_lociStitched	chr19	38735527	38792645	13	16563	30746.6194	6557.1464	465	PPP1R14A,SPINT2	YIF1B,C19orf33,KCNK6,DPF1,CATSPERG	SPINT2	465	1	ENSG00000167642	SPINT2	141.064502162137	1
5_Peak_54517_lociStitched	chr6	31785262	31801220	5	10137	25662.0598	1531.968	466	HSPA1A,HSPA1B	VARS,HSPA1L,C6orf48,NEU1,LSM2,SLC44A4,SNORD52,C6orf27,SNORD48	HSPA1B	466	1	ENSG00000204388	HSPA1B	57.108051706991	1
7_Peak_35373_lociStitched	chr11	72423916	72453784	7	13928	27684.6492	3557.2788	467	ARAP1	PDE2A,ARAP1	ARAP1	467	1	ENSG00000186635	ARAP1	76.9771119636819	1
25_Peak_37636_lociStitched	chr2	102716361	102778416	25	20709	31585.995	7483.833	468	IL1R1	IL1RL2	IL1R1	468	1	ENSG00000115594	IL1R1	37.3569620783029	1
13_Peak_84782_lociStitched	chr11	117844758	117884245	13	20889	28742.5873	4667.3634	469	IL10RA	TMPRSS13	IL10RA	469	1	ENSG00000110324	IL10RA	5.22285457138349	1
4_Peak_5476_lociStitched	chr7	1597343	1619374	4	10964	26816.1332	2747.2657	470	KIAA1908,PSMG3	TMEM184A,TFAMP1,KIAA1908,MAFK	PSMG3	470	1	ENSG00000157778	PSMG3	25.6684757295374	1
15_Peak_40742_lociStitched	chr2	207988375	208032218	15	12496	28931.9957	4892.8788	471	KLF7	MIR2355	KLF7	471	1	ENSG00000118263	KLF7	34.1696028507601	1
8_Peak_59328_lociStitched	chr1	202070195	202104500	8	15256	27913.9785	3876.465	472	ARL8A,GPR37L1	PTPRVP,PTPN7	GPR37L1	472	1	ENSG00000170075	GPR37L1	5.74763922561236	1
15_Peak_71013_lociStitched	chr15	60653551	60700470	15	17350	28977.1744	4945.2626	473	ANXA2	ANXA2	ANXA2	473	1	ENSG00000182718	ANXA2	217.99673473381	1
8_Peak_6264_lociStitched	chr2	28970265	28985235	8	10630	25693.011	1708.077	474	PPP1CB	SPDYA	PPP1CB	474	1	ENSG00000213639	PPP1CB	240.855257443272	1
7_Peak_45281_lociStitched	chr12	6373282	6406060	7	13287	28192.3578	4267.6956	475		PLEKHG6,TNFRSF1A	PLEKHG6	475	1	ENSG00000008323	PLEKHG6	7.15519346301525	1
Peak_27	chr19	18388963	18394614	1	5652	24632.1439	719.3723	476	MIR3188,JUND	LSM4,PDE4C,LOC729966,KIAA1683	JUND	476	1	ENSG00000130522	JUND	94.8642548214671	1
1_Peak_525_lociStitched	chr3	49055011	49060802	1	5792	24777.9517	876.1783	477	MIR191,DALRD3,MIR425,NDUFAF3	P4HTM,IMPDH2,WDR6	NDUFAF3	477	1	ENSG00000178057	NDUFAF3	21.9412012530698	1
6_Peak_19881_lociStitched	chr7	143071638	143089352	6	10789	25763.2416	1886.541	478	ZYX,EPHA1	FAM131B,LOC285965,ZYX	ZYX	478	1	ENSG00000159840	ZYX	64.775106958946	1
2_Peak_35_lociStitched	chr1	228268963	228278774	2	9372	25277.0604	1405.9163	479	ARF1	ARF1,MIR3620,MRPL55,GUK1,C1orf35	ARF1	479	1	ENSG00000143761	ARF1	218.078702680641	1
7_Peak_11345_lociStitched	chr16	84627252	84649430	7	17956	26540.4126	2696.8448	480	COTL1	KLHL36	COTL1	480	1	ENSG00000103187	COTL1	27.6988214400455	1
21_Peak_18725_lociStitched	chr19	15393609	15445426	21	17565	30064.2234	6259.4936	481		EPHX3,BRD4,AKAP8	BRD4	481	1	ENSG00000141867	BRD4	149.513895840499	1
8_Peak_23509_lociStitched	chr16	800580	829633	8	15213	26746.1918	2948.8795	482	MSLN,MIR662,MSLNL	HAGHL,PRR25,METRN,FAM173A,FBXL16,NARFL,CCDC78,GNG13,CHTF18,RPUSD1	MSLN	482	1	ENSG00000102854	MSLN	62.0921140020571	1
2_Peak_52249_lociStitched	chr16	30074604	30082109	2	6996	24850.556	1074.716	483	ALDOA	YPEL3,C16orf92,TBX6,PPP4C,LOC100271831,FAM57B,GDPD3	ALDOA	483	1	ENSG00000149925	ALDOA	294.083599474702	1
14_Peak_62639_lociStitched	chr2	47229978	47314661	14	20576	33729.2389	9984.1257	484	TTC7A,C2orf61		MCFD2	484	1	ENSG00000180398	MCFD2	35.2330437432678	1
8_Peak_2514_lociStitched	chr12	57479543	57501811	8	11766	26870.7956	3150.922	485	STAT6,NAB2	MYO1A,LRP1,STAT6,TMEM194A	NAB2	485	1	ENSG00000166886	NAB2	24.0540968708704	1
29_Peak_37702_lociStitched	chr5	77793663	77846790	29	25951	30043.3185	6343.3638	486	LHFPL2		LHFPL2	486	1	ENSG00000145685	LHFPL2	18.050917342951	1
15_Peak_24824_lociStitched	chr5	1093390	1168447	15	19496	31936.7535	8263.7757	487	SLC12A7	SLC6A19	SLC12A7	487	1	ENSG00000113504	SLC12A7	69.7925001998584	1
1_Peak_456_lociStitched	chr6	43735855	43744528	1	8674	24791.7705	1144.836	488	VEGFA	VEGFA	VEGFA	488	1	ENSG00000112715	VEGFA	109.622192768875	1
8_Peak_6643_lociStitched	chr12	130604847	130633216	8	15287	27393.1064	3758.8925	489		FZD10,FLJ31485	FLJ31485	489	1	ENSG00000250208	FZD10-DT	5.92250962791977	3
15_Peak_43653_lociStitched	chr2	27924600	27961676	15	21613	28055.4092	4426.8744	490		SLC4A1AP,SUPT7L,MRPL33	MRPL33	490	1	ENSG00000243147	MRPL33	24.3314990814391	1
12_Peak_13423_lociStitched	chr19	3423268	3468986	12	19346	28692.6168	5102.1288	491	NFIC	C19orf77,FZR1,DOHH	C19orf77	491	1	ENSG00000141905	NFIC	122.025751510664	2
7_Peak_3689_lociStitched	chrX	68047745	68065792	7	12560	25886.6168	2311.8207	492	EFNB1		EFNB1	492	1	ENSG00000090776	EFNB1	26.4887608913258	1
2_Peak_5069_lociStitched	chr6	21586974	21597304	2	6221	24901.498	1360.461	493	SOX4		SOX4	493	1	ENSG00000124766	SOX4	383.04666235243	1
12_Peak_37698_lociStitched	chr22	37985873	38044837	12	14743	30177.7752	6674.7248	494	GGA1,SH3BP1	PDXP,TRIOBP,CDC42EP1,NOL12,LGALS2,LGALS1	GGA1	494	1	ENSG00000100083	GGA1	58.264689312508	1
4_Peak_23542_lociStitched	chr8	103662106	103675567	4	8080	25258.2204	1795.6974	495	KLF10		KLF10	495	1	ENSG00000155090	KLF10	28.0722886954169	1
8_Peak_28505_lociStitched	chr12	109010202	109038295	8	16482	27531.14	4073.485	496	SELPLG	TMEM119	SELPLG	496	1	ENSG00000110876	SELPLG	2.5838198616444	1
5_Peak_21136_lociStitched	chr14	103521152	103542644	5	11615	25846.2792	2404.9548	497	CDC42BPB	C14orf73	CDC42BPB	497	1	ENSG00000198752	CDC42BPB	118.824343548739	1
10_Peak_27256_lociStitched	chr1	150121036	150159692	10	15939	27998.5408	4592.3328	498	PLEKHO1	ANP32E	PLEKHO1	498	1	ENSG00000023902	PLEKHO1	13.9671976687172	1
4_Peak_51792_lociStitched	chr7	100270381	100292416	4	7463	25950.6195	2549.4495	499	GNB2,GIGYF1	ZAN,ACTL6B,TFR2,EPO,POP7	GIGYF1	499	1	ENSG00000146830	GIGYF1	107.666883435368	1
Peak_3616	chr22	50975316	50984330	1	9015	24670.4166	1279.988	500		ODF3B,C22orf41,SCO2,NCAPH2,CPT1B,LMF2,LOC100144603,TYMP,KLHDC7B,CHKB	KLHDC7B	500	1	ENSG00000272666		0.684242764953852	1
13_Peak_674_lociStitched	chr2	85115102	85186495	13	15862	30991.7013	7689.0261	501	TMSB10	C2orf89,KCMF1	TMSB10	501	1	ENSG00000034510	TMSB10	682.722232981462	1
10_Peak_18326_lociStitched	chr1	223892250	223937063	10	16632	28317.3347	5135.5698	502	CAPN2	CAPN8	CAPN2	502	1	ENSG00000162909	CAPN2	126.832160215922	1
4_Peak_3050_lociStitched	chr17	37892473	37915914	4	9920	26080.4566	2927.7809	503	GRB7	C17orf37,PGAP3,ERBB2	GRB7	503	1	ENSG00000141738	GRB7	28.7258563923169	1
13_Peak_62403_lociStitched	chr3	195526708	195577306	13	23928	28410.777	5292.5508	504	MUC4	MUC4,TNK2	MUC4	504	1	ENSG00000145113	MUC4	18.5748295643558	1
13_Peak_61913_lociStitched	chr8	38760709	38815670	13	19221	29717.4127	6622.8005	505	PLEKHA2	ADAM9,TM2D2,HTRA4	PLEKHA2	505	1	ENSG00000169499	PLEKHA2	38.6346431917302	1
3_Peak_3075_lociStitched	chr2	8816198	8834170	3	7254	25211.1216	2122.4932	506	ID2		ID2	506	1	ENSG00000115738	ID2	33.1763411854928	1
24_Peak_10648_lociStitched	chr7	47482227	47561370	24	26559	32733.5448	9655.446	507	TNS3		TNS3	507	1	ENSG00000136205	TNS3	70.2544083013694	1
3_Peak_44785_lociStitched	chr12	56535642	56555350	3	6525	25713.0276	2660.58	508	MYL6B,ESYT1,MYL6	ESYT1,RPL41,PA2G4,SMARCC2,ZC3H10	MYL6B	508	1	ENSG00000196465	MYL6B	80.0339138908078	1
20_Peak_81464_lociStitched	chr9	134225442	134309165	20	19210	32074.2813	9025.3394	509	BAT2L1		BAT2L1	509	1	ENSG00000130723	PRRC2B	185.037934351908	2
10_Peak_64136_lociStitched	chr20	17614495	17663800	10	10773	28912.452	5877.156	510	RRBP1	BANF2	RRBP1	510	1	ENSG00000125844	RRBP1	282.455688903439	1
13_Peak_55839_lociStitched	chr15	74468986	74535530	13	18811	31009.504	8018.552	511	ISLR,STRA6,CCDC33	ISLR2,LOC283731,STRA6	STRA6	511	1	ENSG00000137868	STRA6	7.20248493311756	1
4_Peak_14161_lociStitched	chr3	193851383	193868671	4	9006	25048.5832	2059.0008	512	HES1		HES1	512	1	ENSG00000114315	HES1	57.3433053671443	1
24_Peak_34379_lociStitched	chr15	67360538	67443666	24	25504	33134.8208	10183.18	513	SMAD3	SMAD3	SMAD3	513	1	ENSG00000166949	SMAD3	53.3746952468293	1
6_Peak_25961_lociStitched	chr17	27251838	27279983	6	8700	26521.0335	3574.415	514	PHF12	DHRS13,FLOT2	PHF12	514	1	ENSG00000109118	PHF12	40.3556873414298	1
12_Peak_70995_lociStitched	chr1	17845880	17900349	12	20501	28988.4018	6056.9528	515	ARHGEF10L	ARHGEF10L	ARHGEF10L	515	1	ENSG00000074964	ARHGEF10L	19.6531995297485	1
4_Peak_13802_lociStitched	chr16	10959626	10977843	4	13566	25159.4987	2289.8769	516	CIITA	FAM18A	CIITA	516	1	ENSG00000179583	CIITA	30.3881213787418	1
5_Peak_11324_lociStitched	chr9	134127318	134153718	5	17474	26025.12	3165.36	517	FAM78A	PPAPDC3	FAM78A	517	1	ENSG00000126882	FAM78A	2.18957684785233	1
2_Peak_188_lociStitched	chr4	185393175	185400725	2	5808	23765.89	918.08	518	IRF2		IRF2	518	1	ENSG00000168310	IRF2	16.806026491713	1
7_Peak_27602_lociStitched	chr19	2154133	2188173	7	12991	26677.148	3836.308	519	DOT1L	AP3D1,MIR1227,PLEKHJ1,SF3A2	DOT1L	519	1	ENSG00000104885	DOT1L	33.7743116619209	1
16_Peak_23693_lociStitched	chr19	13112544	13172635	16	23848	29835.1815	7030.647	520	NFIX	GADD45GIP1,LYL1,DAND5	NFIX	520	1	ENSG00000008441	NFIX	56.1964046092469	1
12_Peak_39884_lociStitched	chr12	48252273	48299665	12	17712	29302.4736	6502.1824	521	VDR	VDR,HDAC7	VDR	521	1	ENSG00000111424	VDR	11.7627177005905	1
21_Peak_40218_lociStitched	chr1	28431296	28503942	21	22950	31048.9004	8332.4962	522	PTAFR	EYA3,LOC653566	PTAFR	522	1	ENSG00000169403	PTAFR	11.9305504243513	1
10_Peak_79603_lociStitched	chr3	38174176	38196713	10	10739	25676.4041	2963.6155	523	MYD88,ACAA1	MYD88,OXSR1,ACAA1	MYD88	523	1	ENSG00000172936	MYD88	16.0801197030544	1
15_Peak_38159_lociStitched	chr15	101707415	101748934	15	19066	27863.4009	5156.6598	524	CHSY1		CHSY1	524	1	ENSG00000131873	CHSY1	26.884230099185	1
8_Peak_38378_lociStitched	chr17	43485735	43528854	8	17447	27143.4105	4441.257	525	ARHGAP27,PLEKHM1,SH3D20	ARHGAP27,MIR4315-1	SH3D20	525	1	ENSG00000159314	ARHGAP27	26.7795721637649	2
4_Peak_48614_lociStitched	chr17	38214459	38232522	4	13623	24684.8958	1992.3489	526	THRA	SNORD124,MSL1,MED24,NR1D1,CSF3	THRA	526	1	ENSG00000126351	THRA	27.372289559295	1
13_Peak_99719_lociStitched	chr11	44585140	44633528	13	17963	28650.5348	6004.9508	527	CD82	CD82	CD82	527	1	ENSG00000085117	CD82	60.8515781024018	1
4_Peak_1622_lociStitched	chr11	3846051	3863198	4	11337	24923.1645	2292.5539	528	PGAP2,RHOG	STIM1,PGAP2,NUP98	RHOG	528	1	ENSG00000177105	RHOG	16.9612221525368	1
5_Peak_46091_lociStitched	chr14	64967561	64976232	5	6736	23701.3114	1115.9577	529	ZBTB1,ZBTB25	AKAP5,HSPA2,C14orf50	ZBTB1	529	1	ENSG00000126804	ZBTB1	21.1034477445812	1
8_Peak_19345_lociStitched	chr10	99165275	99188920	8	10328	25711.573	3144.785	530	PGAM1	EXOSC1,ZDHHC16,RRP12	PGAM1	530	1	ENSG00000171314	PGAM1	8.92531231919986	1
12_Peak_40796_lociStitched	chr22	29186013	29218683	12	10442	26531.307	3975.939	531	XBP1	XBP1,HSCB,CCDC117,CHEK2	XBP1	531	1	ENSG00000100219	XBP1	100.319523712532	1
17_Peak_4859_lociStitched	chr1	226830523	226891837	17	19544	30019.3344	7547.7534	532	ITPKB		ITPKB	532	1	ENSG00000143772	ITPKB	24.6647980697411	1
15_Peak_22908_lociStitched	chr2	47071996	47113051	15	21014	27720.336	5259.1455	533	LOC100134259	LOC388948,MCFD2	LOC100134259	533	1	ENSG00000116016	EPAS1	53.7080032574175	3
24_Peak_19219_lociStitched	chr9	97754555	97821379	24	17803	29456.0192	7003.1552	534	C9orf3	MIR3074,MIR27B,MIR23B,MIR24-1	MIR23B	534	1	ENSG00000148120	C9orf3	47.7104418736964	2
8_Peak_43789_lociStitched	chr1	154376948	154406219	8	12212	26179.9824	3729.1254	535	IL6R	IL6R	IL6R	535	1	ENSG00000160712	IL6R	33.0059860885691	1
20_Peak_13548_lociStitched	chr2	20767935	20835998	20	21333	30635.1563	8187.9789	536	HS1BP3	GDF7	HS1BP3	536	1	ENSG00000118960	HS1BP3	14.8533866828827	1
14_Peak_49551_lociStitched	chr1	203595428	203645342	14	16139	28640.6532	6274.1898	537	ATP2B4	ATP2B4	ATP2B4	537	1	ENSG00000058668	ATP2B4	89.4779157299231	1
Peak_4039	chr19	49115837	49123343	1	7507	23308.3818	958.5162	538	SPHK2,RPL18,FAM83E	SULT2B1,SEC1,DBP,CA11,SPACA4	RPL18	538	1	ENSG00000063177	RPL18	452.940213669867	1
7_Peak_30434_lociStitched	chr1	9291436	9311760	7	11442	24799.3448	2473.4308	539	H6PD	SPSB1	H6PD	539	1	ENSG00000049239	H6PD	66.6994554258201	1
20_Peak_62357_lociStitched	chr3	4753482	4818690	20	18251	30106.5336	7785.8352	540	ITPR1,EGOT		EGOT	540	1	ENSG00000235947	EGOT	0.806336626968212	1
17_Peak_18351_lociStitched	chr1	27818589	27903018	17	22614	31821.2901	9532.0341	541	AHDC1	WASF2,FGR	WASF2	541	1	ENSG00000158195	WASF2	119.250237253214	1
4_Peak_6514_lociStitched	chr2	75060401	75078559	4	12411	24600.4584	2318.7766	542	HK2		HK2	542	1	ENSG00000159399	HK2	24.5186644589887	1
2_Peak_143_lociStitched	chr13	50697235	50705229	2	6829	23220.1718	941.6932	543	DLEU2	DLEU1,ST13P4	DLEU2	543	1	ENSG00000231607	DLEU2	8.21091317944622	1
7_Peak_58441_lociStitched	chr1	153478911	153511292	7	14658	26358.134	4096.1965	544	S100A6,S100A5	S100A7,S100A2,S100A3,S100A4	S100A6	544	1	ENSG00000197956	S100A6	363.009229031412	1
25_Peak_23916_lociStitched	chr11	72992130	73062930	25	15936	30656.4	8396.88	545	P2RY6,ARHGEF17	RELT,P2RY6	ARHGEF17	545	1	ENSG00000110237	ARHGEF17	29.4157953479516	1
