REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	HG_Serous_550_IP.nodup.bam	HG_Serous_550_Input.nodup.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank.1	isSuper	ensembl_gene_id	hgnc_symbol	medianCPM	keyAnnotation
1_Peak_2023_lociStitched	chr11	65623793	65628907	1	5115	10582.9116	710.3346	424	CFL1,MUS81	SNX32,CCDC85B,CTSW,EFEMP2,FIBP,FOSL1	CFL1	424	1	ENSG00000172757	CFL1	196.055732983134	1
3_Peak_493_lociStitched	chr6	12008404	12021440	3	3114	11164.0304	1300.9928	425	HIVEP1		HIVEP1	425	1	ENSG00000095951	HIVEP1	26.8743772738781	1
6_Peak_17056_lociStitched	chr16	87978949	88000788	6	5563	12367.4257	2526.7723	426	BANP	CA5A,BANP	BANP	426	1	ENSG00000172530	BANP	9.24212488972803	1
5_Peak_25185_lociStitched	chr22	42310733	42333083	5	5742	12330.495	2503.2	427	TNFRSF13C	SEPT3,MIR33A,CENPM,LOC339674	TNFRSF13C	427	1	ENSG00000159958	TNFRSF13C	2.11464587875784	1
2_Peak_33355_lociStitched	chr5	96258124	96273002	2	5271	11386.1334	1568.1412	428	LNPEP	ERAP2,LNPEP	LNPEP	428	1	ENSG00000113441	LNPEP	62.7755136422241	1
14_Peak_15697_lociStitched	chr14	103558123	103605591	14	9600	15104.3176	5287.9352	429	C14orf73,TNFAIP2	LOC100131366,CDC42BPB	TNFAIP2	429	1	ENSG00000185215	TNFAIP2	235.685495577713	1
11_Peak_11316_lociStitched	chr17	32696067	32718374	11	11330	12534.3033	2739.2996	430		CCL1,CCL13	CCL1	430	1	ENSG00000092871	RFFL	42.1607522077343	3
1_Peak_951_lociStitched	chr22	41839914	41844711	1	4798	10341.8523	572.7618	431	TOB2	ACO2,PHF5A	TOB2	431	1	ENSG00000183864	TOB2	66.0566898580497	1
19_Peak_17143_lociStitched	chr17	38688824	38718028	19	11115	13401.7156	3632.9776	432	CCR7	TNS4	CCR7	432	1	ENSG00000126353	CCR7	0.759507116771561	1
7_Peak_102832_lociStitched	chr12	6432590	6457156	7	5459	12786.603	3019.1614	433	PLEKHG6,SCNN1A,TNFRSF1A	LTBR	TNFRSF1A	433	1	ENSG00000067182	TNFRSF1A	55.2386915319191	1
5_Peak_31699_lociStitched	chr19	16434809	16462715	5	8223	13129.773	3387.7884	434	KLF2		KLF2	434	1	ENSG00000127528	KLF2	3.80400398709235	1
1_Peak_509_lociStitched	chr6	32156226	32161268	1	5043	10203.9996	500.1664	435	PBX2,GPSM3	AGPAT1,RNF5,PPT2,EGFL8,RNF5P1,PRRT1,NOTCH4,AGER,LOC100507547	PBX2	435	1	ENSG00000204304	PBX2	60.135242177176	1
9_Peak_16445_lociStitched	chrX	128903346	128921057	9	6371	11921.2741	2251.0681	436	SASH3,XPNPEP2		SASH3	436	1	ENSG00000122122	SASH3	2.15008921009568	1
6_Peak_23058_lociStitched	chr7	128573531	128595718	6	7978	12378.1273	2713.4701	437	IRF5,TNPO3	KCP	IRF5	437	1	ENSG00000128604	IRF5	5.33709356664005	1
Peak_2456	chr11	65339269	65345493	1	6225	10388.4784	743.1456	438	FAM89B,EHBP1L1	SCYL1,LTBP3,SSSCA1,PCNXL3,MAP3K11,KCNK7	EHBP1L1	438	1	ENSG00000173442	EHBP1L1	51.7723723936142	1
20_Peak_33629_lociStitched	chr14	92982076	93053400	20	12453	17831	8187.9952	439	RIN3		RIN3	439	1	ENSG00000100599	RIN3	10.1237866968218	1
5_Peak_803_lociStitched	chr19	16250164	16260690	5	8005	10787.0448	1155.7548	440	HSH2D	AP1M1,FAM32A,RAB8A,CIB3	HSH2D	440	1	ENSG00000196684	HSH2D	12.0247001253451	1
1_Peak_682_lociStitched	chr10	52381233	52385708	1	4476	10235.6675	608.6	441	SGMS1		SGMS1	441	1	ENSG00000198964	SGMS1	16.4325592363416	1
11_Peak_17557_lociStitched	chr2	202073330	202101641	11	8315	12813.5586	3199.143	442	CASP10,CASP8	CASP8	CASP8	442	1	ENSG00000064012	CASP8	42.7620007400254	1
3_Peak_37754_lociStitched	chr6	149788904	149807040	3	6568	11889.9616	2277.8816	443	ZC3H12D		ZC3H12D	443	1	ENSG00000178199	ZC3H12D	0.922258641794038	1
10_Peak_23210_lociStitched	chr4	1177857	1213639	10	9468	14212.6104	4601.5652	444	LOC100130872,LOC100130872-SPON2,SPON2,CTBP1	SPON2,C4orf42	LOC100130872-SPON2	444	1	ENSG00000159692	CTBP1	84.08828792828	2
5_Peak_2876_lociStitched	chr8	61820835	61842230	5	8232	12088.175	2479.6805	445		LOC100130298	LOC100130298	445	1	ENSG00000171316	CHD7	136.398975603416	3
2_Peak_15395_lociStitched	chr6	157097658	157104068	2	6231	10216.258	625.616	446	ARID1B		ARID1B	446	1	ENSG00000049618	ARID1B	70.6786780790376	1
10_Peak_5535_lociStitched	chr1	43389426	43419215	10	10372	13479.5225	3935.1269	447	SLC2A1	FLJ32224	FLJ32224	447	1	ENSG00000117394	SLC2A1	46.5211395741482	2
8_Peak_24014_lociStitched	chr16	84627359	84648424	8	11844	11840.6365	2310.8305	448	COTL1	KLHL36	COTL1	448	1	ENSG00000103187	COTL1	27.6988214400455	1
3_Peak_24688_lociStitched	chr11	1865382	1885261	3	7085	11891.6178	2397.4074	449	MIR4298,LSP1	LSP1,SYT8,TNNI2	LSP1	449	1	ENSG00000130592	LSP1	5.86328353219305	1
1_Peak_140_lociStitched	chr6	24718864	24722484	1	3621	9855.45	373.584	450	C6orf62		C6orf62	450	1	ENSG00000112308	C6orf62	163.423046496269	1
7_Peak_27038_lociStitched	chr2	47182537	47217601	7	10333	13804.6968	4323.3912	451	TTC7A	MCFD2	MCFD2	451	1	ENSG00000180398	MCFD2	35.2330437432678	1
3_Peak_39605_lociStitched	chr2	191876128	191886449	3	2920	10744.161	1293.2213	452	STAT1		STAT1	452	1	ENSG00000115415	STAT1	62.2324880352193	1
5_Peak_14586_lociStitched	chr19	17493639	17524257	5	6018	12816.6948	3367.98	453	BST2	TMEM221,GTPBP3,ANO8,PLVAP,NXNL1,FAM125A	BST2	453	1	ENSG00000130303	BST2	93.0022437441879	1
2_Peak_1532_lociStitched	chr3	113460311	113468398	2	6903	10277.7683	834.5784	454	NAA50,ATP6V1A	KIAA2018	NAA50	454	1	ENSG00000121579	NAA50	56.4303613311838	1
6_Peak_3015_lociStitched	chr1	154297245	154326293	6	8030	13086.124	3645.524	455	AQP10,ATP8B2		ATP8B2	455	1	ENSG00000143515	ATP8B2	21.000899004948	1
7_Peak_11724_lociStitched	chr14	105526433	105560912	7	5766	13460.6016	4030.5951	456	GPR132	CDCA4	GPR132	456	1	ENSG00000183484	GPR132	3.37884135753498	1
5_Peak_18802_lociStitched	chr14	35867257	35886265	5	6661	11442.816	2026.2528	457	NFKBIA		NFKBIA	457	1	ENSG00000100906	NFKBIA	91.0282754423195	1
4_Peak_11102_lociStitched	chr19	36192833	36210299	4	6652	11377.3524	1964.925	458	ZBTB32,MLL4	U2AF1L4,UPK1A,C19orf55,LIN37,HSPB6,TMEM149,PSENEN	ZBTB32	458	1	ENSG00000011590	ZBTB32	0.868305257923255	1
3_Peak_15099_lociStitched	chr21	43647612	43658693	3	7781	10826.137	1429.449	459	ABCG1		ABCG1	459	1	ENSG00000160179	ABCG1	9.34150257671436	1
7_Peak_18913_lociStitched	chr10	33218548	33251748	7	4546	12672.44	3276.84	460	ITGB1		ITGB1	460	1	ENSG00000150093	ITGB1	147.28567466448	1
8_Peak_12524_lociStitched	chr14	91693812	91717689	8	10292	12182.0454	2788.8336	461	GPR68		GPR68	461	1	ENSG00000119714	GPR68	1.83726794470737	1
10_Peak_24684_lociStitched	chr1	25236193	25257547	10	9145	11919.8028	2530.449	462	RUNX3		RUNX3	462	1	ENSG00000020633	RUNX3	4.36145712493804	1
5_Peak_19312_lociStitched	chr2	11883549	11897920	5	8453	11044.1135	1664.1618	463	LPIN1		LPIN1	463	1	ENSG00000134324	LPIN1	37.853783213319	1
3_Peak_141_lociStitched	chr11	267550	271654	3	3877	9884.0736	518.3352	464		ATHL1,IFITM3,IFITM1,IFITM5,PSMD13,NLRP6,SIRT3,IFITM2	NLRP6	464	1	ENSG00000177600	RPLP2	569.242952811867	3
9_Peak_18988_lociStitched	chr2	89039914	89056878	9	9157	11114.8128	1767.6488	465	RPIA	ANKRD36BP2	ANKRD36BP2	465	1	ENSG00000230006	ANKRD36BP2	1.14543318432716	1
9_Peak_47326_lociStitched	chr17	80239045	80261321	9	6066	11966.6672	2633.0232	466		CD7,CSNK1D,SECTM1,SLC16A3	CSNK1D	466	1	ENSG00000141551	CSNK1D	119.650735131533	1
11_Peak_23237_lociStitched	chr8	81033521	81084105	11	9697	14497.3744	5169.6848	467	TPD52	TPD52	TPD52	467	1	ENSG00000076554	TPD52	34.5834350712404	1
8_Peak_7253_lociStitched	chr17	76248166	76275345	8	8268	12393.624	3079.3807	468		BIRC5,LOC283999,EPR1	LOC283999	468	1	ENSG00000204277	LINC01993	1.52273959546165	1
8_Peak_30364_lociStitched	chr17	43505314	43530772	8	6069	11384.8176	2077.3728	469	PLEKHM1,SH3D20	ARHGAP27,MIR4315-1	SH3D20	469	1	ENSG00000159314	ARHGAP27	26.7795721637649	2
12_Peak_22825_lociStitched	chr2	238578683	238621785	12	7722	14827.088	5521.3662	470	LRRFIP1		LRRFIP1	470	1	ENSG00000124831	LRRFIP1	191.429417367712	1
2_Peak_762_lociStitched	chr2	241499543	241505939	2	4446	10016.136	716.352	471	DUSP28	CAPN10,GPR35,ANKMY1,RNPEPL1	DUSP28	471	1	ENSG00000188542	DUSP28	4.63096137559069	1
7_Peak_30826_lociStitched	chr17	57860187	57885106	7	7793	11462.74	2205.3315	472	TMEM49	MIR21	MIR21	472	1	ENSG00000062716	VMP1	307.019621895965	2
3_Peak_15113_lociStitched	chr1	228666973	228678982	3	1719	10543.902	1295.7711	473	RNF187	HIST3H2A,HIST3H2BB	RNF187	473	1	ENSG00000168159	RNF187	43.2891667717146	1
4_Peak_43906_lociStitched	chr5	56110022	56134971	4	4643	12050.367	2809.2574	474	MAP3K1		MAP3K1	474	1	ENSG00000095015	MAP3K1	33.3154372038166	1
6_Peak_27931_lociStitched	chrX	40014205	40036851	6	6938	12011.4384	2774.135	475	BCOR		BCOR	475	1	ENSG00000183337	BCOR	25.3349873951656	1
4_Peak_232_lociStitched	chr8	101319229	101326910	4	6314	9982.9957	748.8975	476	RNF19A	RNF19A	RNF19A	476	1	ENSG00000034677	RNF19A	63.0957968750926	1
4_Peak_16191_lociStitched	chr2	16830726	16841946	4	10226	10721.832	1501.236	477	FAM49A		FAM49A	477	1	ENSG00000197872	FAM49A	5.23342990310583	1
16_Peak_19173_lociStitched	chr1	117280161	117313413	16	11637	12718.89	3501.4356	478	CD2		CD2	478	1	ENSG00000116824	CD2	1.0955746453351	1
6_Peak_21719_lociStitched	chr3	195627842	195636604	6	5714	10386.4748	1181.9938	479	TNK2	TNK2	TNK2	479	1	ENSG00000061938	TNK2	35.3429763741807	1
13_Peak_32762_lociStitched	chr7	50410628	50447604	13	9282	13270.6864	4071.0576	480	IKZF1		IKZF1	480	1	ENSG00000185811	IKZF1	2.90106335201774	1
3_Peak_1120_lociStitched	chr12	57479611	57488507	3	5614	10298.8992	1103.104	481	NAB2	MYO1A,LRP1,STAT6,TMEM194A	NAB2	481	1	ENSG00000166886	NAB2	24.0540968708704	1
6_Peak_91817_lociStitched	chr4	113194528	113211845	6	8072	10797.1495	1605.2859	482	TIFA	AP1AR,ALPK1	TIFA	482	1	ENSG00000145365	TIFA	5.70854401526072	1
4_Peak_6334_lociStitched	chr14	50327803	50336214	4	5063	10297.5873	1116.9808	483		ARF6,SDCCAG1	SDCCAG1	483	1	ENSG00000165525	NEMF	182.345869077631	3
2_Peak_190_lociStitched	chr13	31036284	31052085	2	4401	10645.1337	1467.9129	484	HMGB1		HMGB1	484	1	ENSG00000189403	HMGB1	218.702743666628	1
1_Peak_2847_lociStitched	chr1	92947620	92952794	1	5175	9868.8876	706.251	485	GFI1		GFI1	485	1	ENSG00000122406	RPL5	738.424903122149	3
13_Peak_31655_lociStitched	chr8	81976019	82022195	13	9862	13940.5344	4779.216	486	PAG1		PAG1	486	1	ENSG00000076641	PAG1	14.3583315636727	1
11_Peak_62184_lociStitched	chr13	30968411	31020592	11	8791	15012.4737	5865.1444	487		LOC100188949,HMGB1	HMGB1	487	1	ENSG00000189403	HMGB1	218.702743666628	1
5_Peak_23334_lociStitched	chr2	43354591	43367866	5	10870	10909.395	1769.5575	488			ZFP36L2	488	1	ENSG00000152518	ZFP36L2	193.662045632807	1
14_Peak_41376_lociStitched	chr9	112887283	112918963	14	13189	12795.552	3655.872	489	AKAP2,PALM2-AKAP2		AKAP2	489	1	ENSG00000241978	AKAP2	17.6555402444395	1
1_Peak_229_lociStitched	chr9	3524895	3529232	1	4338	9517.5465	414.1835	490	RFX3		RFX3	490	1	ENSG00000080298	RFX3	16.7748343214872	1
12_Peak_14491_lociStitched	chr13	24824680	24863048	12	10861	13482.5152	4419.9936	491	SPATA13	C1QTNF9	C1QTNF9	491	1	ENSG00000182957	SPATA13	44.5939178561588	2
20_Peak_25875_lociStitched	chr14	75029755	75087310	20	10085	15476.5395	6446.16	492	LTBP2		LTBP2	492	1	ENSG00000119681	LTBP2	36.5216965310468	1
1_Peak_143_lociStitched	chr5	43064523	43068369	1	3847	9436.161	412.2912	493	LOC100132356	LOC648987,LOC153684,C5orf39	LOC100132356	493	1	ENSG00000172262	ZNF131	29.6045711638191	2
1_Peak_4117_lociStitched	chr1	156716065	156722358	1	6294	9733.3831	713.6262	494	HDGF	C1orf66,PRCC,ISG20L2,MRPL24,CRABP2	HDGF	494	1	ENSG00000143321	HDGF	206.41789514421	1
12_Peak_10047_lociStitched	chr10	63721047	63761268	12	11004	13095.9576	4082.4315	495	ARID5B		ARID5B	495	1	ENSG00000150347	ARID5B	105.688656779001	1
15_Peak_9597_lociStitched	chr12	96883387	96910551	15	10410	12033.652	3036.9352	496			CDK17	496	1	ENSG00000059758	CDK17	18.8610069124982	1
1_Peak_798_lociStitched	chr7	129588643	129592926	1	4284	9462.4319	467.7036	497	UBE2H		UBE2H	497	1	ENSG00000186591	UBE2H	130.681658387015	1
8_Peak_27716_lociStitched	chr1	223894927	223922360	8	7006	12586.2604	3593.723	498	CAPN2	CAPN8	CAPN2	498	1	ENSG00000162909	CAPN2	126.832160215922	1
1_Peak_1650_lociStitched	chr4	1240088	1244295	1	4208	9475.8468	486.3292	499	C4orf42,CTBP1	LOC100130872-SPON2,SPON2,MAEA	CTBP1	499	1	ENSG00000159692	CTBP1	84.08828792828	1
6_Peak_3938_lociStitched	chr8	126648046	126672758	6	6969	12019.9168	3054.4032	500			TRIB1	500	1	ENSG00000173334	TRIB1	24.8587920397527	1
5_Peak_17564_lociStitched	chr21	36254251	36264090	5	5354	10167.6226	1203.3097	501	RUNX1		RUNX1	501	1	ENSG00000159216	RUNX1	33.5896582013772	1
5_Peak_17488_lociStitched	chr1	26602364	26618293	5	7599	11011.7177	2048.4694	502	UBXN11,SH3BGRL3,CCDC21	CD52,UBXN11	SH3BGRL3	502	1	ENSG00000142669	SH3BGRL3	61.7993393006979	1
1_Peak_761_lociStitched	chr2	101921845	101925849	1	4005	9340.9316	420.8204	503	RNF149	SNORD89	RNF149	503	1	ENSG00000163162	RNF149	43.4985914208604	1
6_Peak_13809_lociStitched	chr19	42432190	42450582	6	6465	10698.6264	1782.1848	504		RABAC1,ARHGEF1,ATP1A3	RABAC1	504	1	ENSG00000105404	RABAC1	32.8779318263438	1
9_Peak_11611_lociStitched	chr2	8654513	8685854	9	9543	12871.7487	3958.3683	505			ID2	505	1	ENSG00000115738	ID2	33.1763411854928	1
7_Peak_5834_lociStitched	chr5	32531064	32545278	7	10501	10501.3032	1589.1252	506		SUB1	SUB1	506	1	ENSG00000113387	SUB1	70.4015289477073	1
8_Peak_14004_lociStitched	chr3	46579358	46600430	8	9127	11359.9152	2454.888	507	LRRC2	RTP3,TDGF1	LRRC2	507	1	ENSG00000163827	LRRC2	2.05754863433268	1
10_Peak_42151_lociStitched	chr14	23258907	23294130	10	7114	12525.2988	3624.4467	508	SLC7A7	MMP14,SLC7A7,OXA1L,MRPL52,LRP10	SLC7A7	508	1	ENSG00000155465	SLC7A7	4.78969935467696	1
2_Peak_2243_lociStitched	chr6	106428434	106443532	2	5424	10440.267	1543.0156	509			PRDM1	509	1	ENSG00000057657	PRDM1	8.28192165428144	1
9_Peak_54523_lociStitched	chr7	43661559	43699087	9	8496	13052.2384	4158.1024	510	STK17A,C7orf44		STK17A	510	1	ENSG00000164543	STK17A	22.4735360985374	1
3_Peak_74964_lociStitched	chr22	38699851	38714419	3	6554	10726.4184	1837.0248	511	CSNK1E	TMEM184B	CSNK1E	511	1	ENSG00000213923	CSNK1E	108.272731516874	1
8_Peak_28630_lociStitched	chr2	232468630	232508412	8	7192	13334.9264	4451.6058	512		C2orf57	C2orf57	512	1	ENSG00000187514	PTMA	922.382099240683	3
3_Peak_16142_lociStitched	chrX	153596650	153613064	3	4027	10872.6336	1994.301	513	FLNA,EMD	ATP6AP1,TAZ,DNASE1L1,RPL10,SNORA70	FLNA	513	1	ENSG00000196924	FLNA	242.185319984153	1
3_Peak_26091_lociStitched	chr2	196514183	196524967	3	5373	9947.1616	1079.4784	514	SLC39A10		SLC39A10	514	1	ENSG00000196950	SLC39A10	41.4999253706225	1
3_Peak_1994_lociStitched	chr6	114175663	114194380	3	6254	10653.7164	1794.9603	515	MARCKS	FLJ34503	MARCKS	515	1	ENSG00000277443	MARCKS	71.9716995934567	1
4_Peak_2481_lociStitched	chr16	22200147	22211061	4	5965	10226.418	1372.9812	516		EEF2K	EEF2K	516	1	ENSG00000103319	EEF2K	44.9916123805203	1
1_Peak_2230_lociStitched	chr12	11801311	11806989	1	5679	9435.7004	600.1646	517	ETV6		ETV6	517	1	ENSG00000139083	ETV6	57.9744756959674	1
2_Peak_30538_lociStitched	chr1	159880148	159895926	2	5407	10487.6366	1686.6682	518	TAGLN2	SLAMF9,CCDC19,IGSF9,VSIG8	TAGLN2	518	1	ENSG00000158710	TAGLN2	219.747857476533	1
7_Peak_5995_lociStitched	chr17	38251689	38270143	7	8432	11138.8344	2362.112	519	NR1D1	MSL1,MED24,CASC3,THRA	NR1D1	519	1	ENSG00000126368	NR1D1	10.581572235523	1
9_Peak_37685_lociStitched	chr12	31867913	31905240	9	6949	12620.2587	3844.681	520	AMN1	AMN1,H3F3C	AMN1	520	1	ENSG00000151743	AMN1	7.90945451169279	1
7_Peak_20082_lociStitched	chr6	7135691	7158826	7	9763	11356.9715	2584.1795	521	RREB1	RREB1	RREB1	521	1	ENSG00000124782	RREB1	80.6283453785879	1
2_Peak_7761_lociStitched	chr17	3813771	3820823	2	5976	9559.6912	796.1708	522	P2RX1	ATP2A3,CAMKK1	P2RX1	522	1	ENSG00000108405	P2RX1	0.32028323286849	1
4_Peak_3640_lociStitched	chr10	112618936	112628859	4	8143	9886.2849	1124.2759	523	LOC282997	NCRNA00081,PDCD4	LOC282997	523	1	ENSG00000150593	PDCD4	72.5981011384139	3
8_Peak_23791_lociStitched	chr17	38467831	38487177	8	8669	11251.6336	2516.9146	524	RARA	RARA,CDC6,GJD3	RARA	524	1	ENSG00000131759	RARA	12.4457086969	1
5_Peak_20204_lociStitched	chr12	89739528	89748922	5	6746	9715.2748	980.7336	525	DUSP6	DUSP6	DUSP6	525	1	ENSG00000139318	DUSP6	59.8028176569667	1
4_Peak_96853_lociStitched	chr9	2015303	2023416	4	4198	9609.0372	881.8831	526	SMARCA2	SMARCA2	SMARCA2	526	1	ENSG00000080503	SMARCA2	50.6826203630247	1
Peak_1690	chr20	17945727	17951181	1	5455	9384.6978	658.8432	527	C20orf72,SNX5	SNORD17	SNX5	527	1	ENSG00000089006	SNX5	64.979610249128	1
6_Peak_62361_lociStitched	chr20	3776010	3793392	6	8183	10686.4536	1983.2862	528	CDC25B	CDC25B,C20orf29,C20orf27,SPEF1,MAVS,CENPB	CDC25B	528	1	ENSG00000101224	CDC25B	26.8871558026987	1
2_Peak_38048_lociStitched	chrX	153188657	153194237	2	802	9475.398	790.686	529	ARHGAP4	AVPR2,ARHGAP4,HCFC1,NAA10,TMEM187,L1CAM,RENBP	ARHGAP4	529	1	ENSG00000089820	ARHGAP4	34.4118724582283	1
3_Peak_26069_lociStitched	chr18	9135612	9144050	3	5247	9578.8176	895.2718	530	ANKRD12	NDUFV2	ANKRD12	530	1	ENSG00000101745	ANKRD12	199.29429379556	1
9_Peak_19012_lociStitched	chr8	126285403	126321969	9	10704	12790.7868	4131.958	531	NSMCE2		TRIB1	531	1	ENSG00000173334	TRIB1	24.8587920397527	1
1_Peak_196_lociStitched	chr5	176853587	176859839	1	6253	9443.0208	785.8764	532	GRK6	F12,PRR7,DBN1,PFN3,SLC34A1	GRK6	532	1	ENSG00000198055	GRK6	17.5429962760038	1
5_Peak_44194_lociStitched	chr2	42324494	42334043	5	6370	9835.47	1199.3544	533		PKDCC	PKDCC	533	1	ENSG00000162878	PKDCC	28.139924124008	1
4_Peak_36609_lociStitched	chr3	150477415	150484166	4	2129	9368.3627	768.9389	534	SIAH2		SIAH2	534	1	ENSG00000181788	SIAH2	14.4892094560961	1
5_Peak_27816_lociStitched	chr12	122500573	122521031	5	8701	10949.1216	2360.8532	535	MLXIP	BCL7A	MLXIP	535	1	ENSG00000175727	MLXIP	132.371232508981	1
2_Peak_22403_lociStitched	chr17	48929723	48945719	2	3686	10330.2168	1741.9644	536	TOB1	WFIKKN2	TOB1	536	1	ENSG00000141232	TOB1	56.6212575687088	1
7_Peak_49622_lociStitched	chr21	19147383	19168167	7	10489	10720.3872	2138.6736	537	C21orf91	C21orf91	C21orf91	537	1	ENSG00000154642	C21orf91	7.52889554338782	1
2_Peak_50705_lociStitched	chr5	162929804	162935425	2	4734	9280.271	704.3113	538	MAT2B	HMMR,NUDCD2	MAT2B	538	1	ENSG00000038274	MAT2B	19.8805432072017	1
8_Peak_65845_lociStitched	chr12	96587571	96608346	8	7604	10996.2075	2430.675	539	ELK3		ELK3	539	1	ENSG00000111145	ELK3	16.6954514137023	1
Peak_2868	chr17	76120078	76126705	1	6628	9317.562	781.3233	540	TMC6	TMC8,C17orf99,SYNGR2	TMC6	540	1	ENSG00000141524	TMC6	38.2764155147368	1
1_Peak_1315_lociStitched	chr17	6915206	6919328	1	4123	9100.5516	565.9506	541	RNASEK,C17orf49	BCL6B,SLC16A13,ALOX12,C17orf49,SLC16A11,MIR195,MIR497	C17orf49	541	1	ENSG00000219200	RNASEK	72.1810304692924	1
4_Peak_2636_lociStitched	chr6	25130723	25139750	4	6203	9340.2369	806.1111	542	CMAH		CMAH	542	1	ENSG00000168405	CMAHP	3.27047046228611	2
1_Peak_255_lociStitched	chr6	30582027	30585071	1	3045	8807.814	306.5308	543	PPP1R10	ABCF1,ATAT1,MIR877,MRPS18B,C6orf136	PPP1R10	543	1	ENSG00000204569	PPP1R10	71.0139742528433	1
3_Peak_1537_lociStitched	chr1	202127930	202134790	3	6158	9382.422	883.568	544	PTPN7	LGR6,ARL8A,GPR37L1,PTPRVP	PTPN7	544	1	ENSG00000143851	PTPN7	2.65354708062226	1
7_Peak_15837_lociStitched	chr1	236025862	236052227	7	5079	11068.027	2583.77	545	LYST	MIR1537	LYST	545	1	ENSG00000143669	LYST	22.6586324448545	1
1_Peak_1070_lociStitched	chr22	50627655	50631913	1	4259	9032.4954	548.8562	546	TRABD	PANX2,MOV10L1,SELO	TRABD	546	1	ENSG00000170638	TRABD	22.4702798648459	1
6_Peak_10383_lociStitched	chr1	174122180	174139799	6	6348	10171.4487	1694.9478	547	RABGAP1L		RABGAP1L	547	1	ENSG00000152061	RABGAP1L	42.6377053756178	1
15_Peak_31449_lociStitched	chr6	52377285	52417943	15	9651	13120.3366	4667.5384	548	TRAM2		TRAM2	548	1	ENSG00000065308	TRAM2	28.8234681426279	1
1_Peak_7143_lociStitched	chr7	92460755	92466657	1	5903	9149.2804	700.5674	549	CDK6		CDK6	549	1	ENSG00000105810	CDK6	21.2661992696037	1
7_Peak_29959_lociStitched	chr7	114556028	114574258	7	4876	10265.313	1828.469	550	MDFIC		MDFIC	550	1	ENSG00000135272	MDFIC	8.05548618886893	1
7_Peak_12599_lociStitched	chr2	25624979	25645596	7	7936	10689.9145	2255.4998	551	DTNB		DNMT3A	551	1	ENSG00000119772	DNMT3A	68.4243122437986	1
7_Peak_26065_lociStitched	chr18	52974363	52991195	7	8724	10196.8256	1777.4592	552	TCF4		TCF4	552	1	ENSG00000196628	TCF4	78.8327131546465	1
1_Peak_13_lociStitched	chr15	93425896	93429037	1	3142	8668.2177	265.7286	553	LOC100507217	MIR3175,CHD2	LOC100507217	553	1	ENSG00000173575	CHD2	247.649195969917	2
6_Peak_22477_lociStitched	chr15	31547242	31565706	6	7565	10509.7088	2108.5888	554			KLF13	554	1	ENSG00000169926	KLF13	40.9962538071668	1
9_Peak_44164_lociStitched	chr15	67374448	67439266	9	5973	16483.2174	8089.2864	555	SMAD3	SMAD3	SMAD3	555	1	ENSG00000166949	SMAD3	53.3746952468293	1
2_Peak_56487_lociStitched	chr17	18085466	18090639	2	4325	9109.1357	732.4968	556	ALKBH5	LLGL1	ALKBH5	556	1	ENSG00000091542	ALKBH5	44.883018909965	1
3_Peak_12453_lociStitched	chr2	8816427	8826213	3	6828	9481.6554	1109.7324	557	ID2		ID2	557	1	ENSG00000115738	ID2	33.1763411854928	1
10_Peak_7816_lociStitched	chrX	130862392	130913531	10	8668	13459.7848	5103.6722	558	LOC286467		LOC286467	558	1	ENSG00000213468	FIRRE	1.82525873346757	2
8_Peak_10111_lociStitched	chr5	173209354	173223324	8	8393	9949.434	1642.872	559			CPEB4	559	1	ENSG00000113742	CPEB4	21.863091136991	1
10_Peak_19746_lociStitched	chr11	48020522	48041088	10	9551	10969.9044	2685.9196	560	PTPRJ		PTPRJ	560	1	ENSG00000149177	PTPRJ	30.3068009101809	1
2_Peak_25598_lociStitched	chr5	175957386	175964943	2	4989	9313.2468	1030.0191	561	RNF44	CDHR2	RNF44	561	1	ENSG00000146083	RNF44	39.7660390217106	1
5_Peak_53_lociStitched	chr11	82868068	82885224	5	4529	10127.1868	1847.7012	562	PCF11	ANKRD42	PCF11	562	1	ENSG00000165494	PCF11	72.8020351865148	1
6_Peak_5870_lociStitched	chr10	97515290	97528914	6	7924	9637.6176	1361.0376	563	ENTPD1	ENTPD1	ENTPD1	563	1	ENSG00000138185	ENTPD1	13.411860376368	1
13_Peak_24303_lociStitched	chr13	114864084	114914544	13	9440	13477.866	5202.426	564	RASA3		RASA3	564	1	ENSG00000185989	RASA3	9.14775000939799	1
5_Peak_27196_lociStitched	chr1	158966231	158986027	5	7326	10297.8792	2031.0696	565	IFI16		IFI16	565	1	ENSG00000163565	IFI16	51.8343754074168	1
2_Peak_6105_lociStitched	chr2	114643707	114652441	2	3986	9316.5578	1080.3958	566	ACTR3		ACTR3	566	1	ENSG00000115091	ACTR3	113.522862254761	1
8_Peak_17762_lociStitched	chr6	30476025	30509833	8	8052	11650.2368	3414.608	567	GNL1	MIR877,PRR3,HLA-E,ABCF1	PRR3	567	1	ENSG00000204576	PRR3	13.1159492497933	1
7_Peak_20277_lociStitched	chr5	109024536	109033557	7	6802	9191.4969	967.0512	568	MAN2A1		MAN2A1	568	1	ENSG00000112893	MAN2A1	25.6109425069899	1
